Time (s),Acceleration (m/s²)
3.166958822E1,-5.571269989E-2
3.170958355E1,2.090549469E-2
3.174957881E1,1.756668091E-3
3.178957411E1,-4.853439331E-2
3.182956941E1,6.513595581E-3
3.186956468E1,-5.468368530E-3
3.190955995E1,-5.335140228E-2
3.194955521E1,-2.939701080E-2
3.198955055E1,-1.264095306E-2
3.202954578E1,-1.266860962E-2
3.206954111E1,-1.744365692E-2
3.210953638E1,3.522872925E-2
3.214953164E1,1.130580902E-2
3.218952691E1,-2.699375153E-2
3.222952221E1,1.742362976E-3
3.226951748E1,1.736640930E-3
3.230951274E1,-4.137802124E-2
3.234950807E1,-2.461242676E-2
3.238950334E1,-2.222251892E-2
3.242949877E1,-3.420543671E-2
3.246949417E1,-6.837844849E-4
3.250948954E1,1.369285583E-2
3.254948471E1,-2.460956573E-2
3.258947977E1,-2.939987183E-2
3.262947490E1,-1.024341583E-2
3.266946997E1,2.567481995E-2
3.270946510E1,-7.248878479E-2
3.274946017E1,4.129409790E-3
3.278945527E1,-2.700138092E-2
3.282945037E1,-3.176879883E-2
3.286944547E1,-3.025054932E-3
3.290944057E1,2.571201324E-2
3.294943567E1,-7.803916931E-3
3.298943080E1,-2.935028076E-2
3.302942587E1,1.132869720E-2
3.306942100E1,-1.023197174E-2
3.310941607E1,-3.656482697E-2
3.314941113E1,2.570152283E-2
3.318940620E1,-2.697753906E-2
3.322940133E1,-3.176689148E-2
3.326939643E1,8.934020996E-3
3.330939153E1,3.046321869E-2
3.334938670E1,-3.067016602E-3
3.338938180E1,-3.658866882E-2
3.342937686E1,-5.469322205E-3
3.346937206E1,-1.026725769E-2
3.350936740E1,-3.899955750E-2
3.354936280E1,2.564620972E-2
3.358935820E1,-6.914138794E-4
3.362935353E1,-2.701759338E-2
3.366934880E1,1.129055023E-2
3.370934413E1,2.562332153E-2
3.374933943E1,4.068374634E-3
3.378933470E1,-5.520820618E-3
3.382932996E1,1.602649689E-2
3.386932523E1,-3.904628754E-2
3.390932049E1,-4.622173309E-2
3.394931579E1,1.843738556E-2
3.398931113E1,-2.944278717E-2
3.402930639E1,-5.336666107E-2
3.406930172E1,-1.983451843E-2
3.410929699E1,-2.223491669E-2
3.414929226E1,-9.405231476E-2
3.418928752E1,-1.491127014E-1
3.422928279E1,-1.682825089E-1
3.426927802E1,-1.323490143E-1
3.430927329E1,-1.969957352E-1
3.434926865E1,-1.778364182E-1
3.438926395E1,-1.634807587E-1
3.442925922E1,-1.252546310E-1
3.446925449E1,-9.405040741E-2
3.450924975E1,4.242897034E-3
3.454924505E1,-3.171348572E-2
3.458924045E1,3.287792206E-2
3.462923592E1,-2.216815948E-2
3.466923118E1,-2.459621429E-2
3.470922638E1,-1.017189026E-2
3.474922145E1,-7.485294342E-2
3.478921652E1,-5.336570740E-2
3.482921158E1,3.761577606E-2
3.486920665E1,-4.376983643E-2
3.490920171E1,8.884429932E-3
3.494919678E1,-7.868766785E-3
3.498919195E1,-1.988220215E-2
3.502918705E1,-7.429122925E-4
3.506918221E1,-5.815219879E-2
3.510917731E1,2.798080444E-2
3.514917235E1,-3.904724121E-2
3.518916741E1,-1.511383057E-2
3.522916248E1,-3.189659119E-2
3.526915754E1,-3.164291382E-3
3.530915261E1,-6.300354004E-2
3.534914774E1,-1.987552643E-2
3.538914284E1,-3.428554535E-2
3.542913794E1,-3.671264648E-2
3.546913308E1,-2.707958221E-2
3.550912818E1,-7.143020630E-4
3.554912324E1,1.123905182E-2
3.558911834E1,-1.037979126E-2
3.562911367E1,-1.756286621E-2
3.566910904E1,-1.986217499E-2
3.570910454E1,-6.780624390E-4
3.574909994E1,-3.089904785E-3
3.578909524E1,-7.343292236E-4
3.582909054E1,-6.942749023E-4
3.586908584E1,1.849269867E-2
3.590908114E1,-2.463626862E-2
3.594907644E1,-2.466678619E-2
3.598907181E1,4.049301147E-3
3.602906714E1,-1.028633118E-2
3.606906254E1,-1.983547211E-2
3.610905787E1,-2.702808380E-2
3.614905320E1,-6.856918335E-4
3.618904850E1,-3.070831299E-3
3.622904380E1,-3.067970276E-3
3.626903907E1,-1.502704620E-2
3.630903437E1,-1.504325867E-2
3.634902977E1,-1.986217499E-2
3.638902507E1,-3.109931946E-3
3.642902044E1,2.326774597E-2
3.646901577E1,-2.699375153E-2
3.650901110E1,-7.861137390E-3
3.654900644E1,-1.267528534E-2
3.658900174E1,-2.461338043E-2
3.662899710E1,-2.219009399E-2
3.666899240E1,-3.658294678E-2
3.670898790E1,1.700401306E-3
3.674898347E1,6.487846375E-3
3.678897907E1,1.710891724E-3
3.682897450E1,-2.462863922E-2
3.686896983E1,-1.989269257E-2
3.690896510E1,-1.748657227E-2
3.694896037E1,-7.865905762E-3
3.698895570E1,-1.025867462E-2
3.702895096E1,-1.988697052E-2
3.706894626E1,-7.950782776E-3
3.710894153E1,-3.047943115E-3
3.714893683E1,-3.047943115E-3
3.718893213E1,-5.104351044E-2
3.722892740E1,-2.952194214E-2
3.726892266E1,1.667022705E-3
3.730891793E1,6.512641907E-3
3.734891326E1,-1.745796204E-2
3.738890853E1,-5.549430847E-3
3.742890386E1,-7.926940918E-3
3.746889916E1,-2.460765839E-2
3.750889443E1,1.127243042E-2
3.754888969E1,-2.712440491E-2
3.758888496E1,1.671791077E-3
3.762888026E1,-1.740741730E-2
3.766887553E1,-3.103256226E-3
3.770887086E1,1.652717590E-3
3.774886612E1,-2.467918396E-2
3.778886146E1,-1.028537750E-2
3.782885686E1,-1.265716553E-2
3.786885226E1,-2.706241608E-2
3.790884752E1,-7.467269897E-4
3.794884262E1,-1.509189606E-2
3.798883776E1,-7.085800171E-4
3.802883282E1,-7.945060730E-3
3.806882796E1,-2.229595184E-2
3.810882302E1,-2.704811096E-2
3.814881809E1,-7.881164551E-3
3.818881319E1,-1.984882355E-2
3.822880825E1,-1.028156281E-2
3.826880339E1,-7.871627808E-3
3.830879849E1,-2.463054657E-2
3.834879362E1,4.119873047E-3
3.838878868E1,-1.504135132E-2
3.842878382E1,-1.026535034E-2
3.846877888E1,8.899688721E-3
3.850877395E1,-3.068923950E-3
3.854876902E1,-3.067970276E-3
3.858876412E1,4.120826721E-3
3.862875922E1,-1.742649078E-2
3.866875432E1,1.607990265E-2
3.870874948E1,-2.224159241E-2
3.874874458E1,-6.904602051E-4
3.878873968E1,2.806568146E-2
3.882873478E1,-3.180503845E-2
3.886873008E1,-7.734298706E-4
3.890872545E1,-3.431224823E-2
3.894872085E1,-1.029300690E-2
3.898871625E1,1.130199432E-2
3.902871151E1,6.440162659E-3
3.906870685E1,-5.568504333E-3
3.910870211E1,4.096031189E-3
3.914869741E1,-5.432128906E-3
3.918869268E1,-1.743793488E-2
3.922868795E1,-7.885932922E-3
3.926868321E1,-1.983642578E-2
3.930867851E1,4.119873047E-3
3.934867388E1,8.873939514E-3
3.938866914E1,-3.149986267E-3
3.942866451E1,-5.540847778E-3
3.946865978E1,-7.495880127E-4
3.950865504E1,-1.750564575E-2
3.954865031E1,-7.932662964E-3
3.958864557E1,-1.268672943E-2
3.962864084E1,1.728057861E-3
3.966863607E1,1.849746704E-2
3.970863144E1,-7.835388184E-3
3.974862674E1,4.125595093E-3
3.978862200E1,-1.982498169E-2
3.982861724E1,4.085540771E-3
3.986861250E1,1.603031158E-2
3.990860777E1,2.081966400E-2
3.994860317E1,-1.986217499E-2
3.998859864E1,4.096031189E-3
4.002859400E1,8.862495422E-3
4.006858923E1,1.690864563E-3
4.010858433E1,6.497383118E-3
4.014857940E1,-3.076553345E-3
4.018857443E1,-6.961822510E-4
4.022856950E1,1.675605774E-3
4.026856457E1,4.061698914E-3
4.030855963E1,6.464958191E-3
4.034855476E1,-2.466487885E-2
4.038854986E1,1.844882965E-2
4.042854503E1,1.713752747E-3
4.046854013E1,-1.022911072E-2
4.050853520E1,-6.704330444E-4
4.054853026E1,-6.885528564E-4
4.058852533E1,-1.744937897E-2
4.062852039E1,-7.874488831E-3
4.066851546E1,1.367855072E-2
4.070851059E1,1.704216003E-3
4.074850569E1,1.845550537E-2
4.078850079E1,-7.880210876E-3
4.082849589E1,1.604461670E-2
4.086849103E1,-1.747226715E-2
4.090848609E1,8.872985840E-3
4.094848116E1,-7.881164551E-3
4.098847642E1,-6.942749023E-4
4.102847179E1,6.486892700E-3
4.106846729E1,-3.086090088E-3
4.110846272E1,1.127338409E-2
4.114845802E1,2.085208893E-2
4.118845332E1,6.489753723E-3
4.122844862E1,-1.265907288E-2
4.126844392E1,-5.467414856E-3
4.130843922E1,-1.264858246E-2
4.134843459E1,1.364994049E-2
4.138842992E1,1.677513123E-3
4.142842532E1,2.567195892E-2
4.146842066E1,-1.745033264E-2
4.150841599E1,6.451606750E-3
4.154841132E1,1.367473602E-2
4.158840662E1,1.365184784E-2
4.162840192E1,-5.508422852E-3
4.166839719E1,2.324771881E-2
4.170839255E1,-2.701187134E-2
4.174838785E1,2.088642120E-2
4.178838322E1,-3.046989441E-3
4.182837852E1,-1.262283325E-2
4.186837385E1,6.528854370E-3
4.190836919E1,1.741409302E-3
4.194836449E1,-6.704330444E-4
4.198835985E1,-1.025485992E-2
4.202835515E1,-1.983165741E-2
4.206835055E1,-1.505470276E-2
4.210834608E1,1.685142517E-3
4.214834172E1,-6.971359253E-4
4.218833718E1,-1.024532318E-2
4.222833255E1,1.849937439E-2
4.226832782E1,8.972167969E-3
4.230832308E1,1.757621765E-3
4.234831841E1,-4.856300354E-2
4.238831368E1,3.284263611E-2
4.242830901E1,-6.313323975E-4
4.246830425E1,1.137065887E-2
4.250829955E1,-1.497650146E-2
4.254829485E1,2.326965332E-2
4.258829015E1,-2.221298218E-2
4.262828538E1,1.811027527E-3
4.266828064E1,-1.499176025E-2
4.270827598E1,-3.073692322E-3
4.274827124E1,8.961677551E-3
4.278826658E1,1.858139038E-2
4.282826184E1,-1.743030548E-2
4.286825714E1,8.877754211E-3
4.290825241E1,-1.736831665E-2
4.294824771E1,2.574062347E-2
4.298824301E1,-2.698898315E-2
4.302823831E1,-1.026439667E-2
4.306823364E1,2.329826355E-2
4.310822891E1,-6.246566772E-4
4.314822421E1,1.132106781E-2
4.318821961E1,6.505966187E-3
4.322821501E1,-1.019573212E-2
4.326821037E1,-1.018238068E-2
4.330820554E1,-7.864952087E-3
4.334820067E1,4.054069519E-3
4.338819577E1,3.766632080E-2
4.342819091E1,-1.739597321E-2
4.346818597E1,1.370143890E-2
4.350818104E1,-5.471229553E-3
4.354817610E1,-2.457141876E-2
4.358817120E1,8.969306946E-3
4.362816630E1,-3.180122375E-2
4.366816144E1,2.565193176E-2
4.370815657E1,-1.258850098E-2
4.374815164E1,-2.965927124E-3
4.378814677E1,4.203796387E-3
4.382814187E1,-5.404472351E-3
4.386813694E1,-1.019287109E-2
4.390813197E1,6.579399109E-3
4.394812707E1,-6.418228149E-4
4.398812217E1,-5.477905273E-3
4.402811727E1,2.087211609E-2
4.406811240E1,-1.259517670E-2
4.410810750E1,1.613235474E-2
4.414810257E1,-3.012657166E-3
4.418809763E1,-7.781982422E-3
4.422809290E1,6.608009338E-3
4.426808823E1,1.140403748E-2
4.430808360E1,-3.004074097E-3
4.434807903E1,1.808166504E-3
4.438807430E1,-2.957344055E-3
4.442806963E1,8.982658386E-3
4.446806490E1,-7.794380188E-3
4.450806016E1,-1.256752014E-2
4.454805543E1,4.181861877E-3
4.458805069E1,-5.427360535E-3
4.462804596E1,8.911132812E-3
4.466804126E1,-6.656646729E-4
4.470803663E1,-1.023101807E-2
4.474803193E1,-3.180027008E-2
4.478802726E1,-2.945613861E-2
4.482802252E1,-7.162094116E-4
4.486801779E1,4.193305969E-3
4.490801306E1,2.331733704E-2
4.494800832E1,-3.898429871E-2
4.498800359E1,2.564620972E-2
4.502799886E1,-4.134273529E-2
4.506799419E1,1.853275299E-2
4.510798952E1,-6.179809570E-4
4.514798479E1,-3.415012360E-2
4.518798005E1,2.569770813E-2
4.522797529E1,-1.500892639E-2
4.526797059E1,2.811527252E-2
4.530796592E1,-1.978778839E-2
4.534796139E1,1.131248474E-2
4.538795678E1,-2.940082550E-2
4.542795205E1,-6.599426270E-4
4.546794718E1,-3.044128418E-3
4.550794228E1,-2.462196350E-2
4.554793735E1,1.847362518E-2
4.558793238E1,-1.261806488E-2
4.562792745E1,8.920669556E-3
4.566792252E1,-2.938842773E-2
4.570791765E1,1.613235474E-2
4.574791271E1,1.791954041E-3
4.578790788E1,-1.737022400E-2
4.582790298E1,-3.051757812E-3
4.586789805E1,-1.259136200E-2
4.590789311E1,-1.497554779E-2
4.594788818E1,-7.883071899E-3
4.598788324E1,-1.746463776E-2
4.602787831E1,2.567958832E-2
4.606787344E1,-1.259708405E-2
4.610786851E1,1.130962372E-2
4.614786361E1,-1.025581360E-2
4.618785871E1,-3.052711487E-3
4.622785381E1,-2.220630646E-2
4.626784891E1,-1.502704620E-2
4.630784398E1,-1.263904572E-2
4.634783914E1,1.612663269E-2
4.638783444E1,-1.019191742E-2
4.642782991E1,-1.027584076E-2
4.646782534E1,-1.032161713E-2
4.650782071E1,1.367282867E-2
4.654781601E1,2.336025238E-2
4.658781131E1,-3.414821625E-2
4.662780661E1,-2.717018127E-2
4.666780191E1,3.988265991E-3
4.670779724E1,1.821517944E-3
4.674779254E1,-3.172969818E-2
4.678778797E1,-1.520061493E-2
4.682778331E1,-1.758193970E-2
4.686777864E1,-1.741886139E-2
4.690777397E1,-2.983093262E-3
4.694776930E1,-7.945060730E-3
4.698776460E1,-2.715682983E-2
4.702775990E1,-7.869720459E-3
4.706775527E1,-7.792472839E-3
4.710775057E1,-3.179740906E-2
4.714774594E1,1.361370087E-2
4.718774127E1,-4.618263245E-2
4.722773657E1,4.179000854E-3
4.726773190E1,-1.261806488E-2
4.730772724E1,-1.750564575E-2
4.734772260E1,-1.987838745E-2
4.738771790E1,-1.262378693E-2
4.742771327E1,-1.023101807E-2
4.746770877E1,-5.500793457E-3
4.750770440E1,-5.494117737E-3
4.754770000E1,-1.741600037E-2
4.758769540E1,1.853370667E-2
4.762769073E1,-1.266384125E-2
4.766768600E1,-3.108024597E-3
4.770768133E1,-1.983547211E-2
4.774767660E1,4.152297974E-3
4.778767193E1,-5.468368530E-3
4.782766720E1,4.044532776E-3
4.786766243E1,-1.987075806E-2
4.790765776E1,-1.506137848E-2
4.794765306E1,-1.747226715E-2
4.798764833E1,-1.032924652E-2
4.802764356E1,4.041671753E-3
4.806763890E1,-1.744365692E-2
4.810763416E1,-2.941226959E-2
4.814762949E1,-1.987838745E-2
4.818762476E1,-5.514144897E-3
4.822762003E1,-1.266670227E-2
4.826761529E1,-1.506328583E-2
4.830761059E1,6.447792053E-3
4.834760589E1,2.291212082E-1
4.838760116E1,3.520584106E-2
4.842759652E1,-1.084203720E-1
4.846759179E1,-1.754903793E-1
4.850758702E1,1.640319824E-3
4.854758236E1,2.324485779E-2
4.858757776E1,-3.415966034E-2
4.862757316E1,-9.641551971E-2
4.866756836E1,-7.857322693E-3
4.870756349E1,-2.462196350E-2
4.874755856E1,-7.811546326E-3
4.878755369E1,1.133918762E-2
4.882754875E1,-1.501464844E-2
4.886754382E1,6.530761719E-3
4.890753889E1,-4.133415222E-2
4.894753399E1,6.551742554E-3
4.898752909E1,-3.899765015E-2
4.902752419E1,-7.878303528E-3
4.906751939E1,-1.023864746E-2
4.910751445E1,-2.697467804E-2
4.914750958E1,1.738548279E-3
4.918750465E1,-1.264953613E-2
4.922749975E1,-6.809234619E-4
4.926749482E1,-1.985263824E-2
4.930748985E1,-7.904052734E-3
4.934748495E1,-1.032638550E-2
4.938748005E1,6.444931030E-3
4.942747522E1,1.684188843E-3
4.946747028E1,4.075050354E-3
4.950746535E1,-5.523681641E-3
4.954746041E1,-1.271438599E-2
4.958745561E1,1.121902466E-2
4.962745091E1,-1.513957977E-2
4.966744631E1,-1.276016235E-2
4.970744181E1,-7.925033569E-4
4.974743715E1,1.597404480E-2
4.978743248E1,-1.754474640E-2
4.982742775E1,-2.234268188E-2
4.986742301E1,-5.587005615E-2
4.990741828E1,-6.782817841E-2
4.994741354E1,-5.106067657E-2
4.998740881E1,-5.345249176E-2
5.002740408E1,-1.492128372E-1
5.006739944E1,-1.946687698E-1
5.010739474E1,-2.137966156E-1
5.014739008E1,-2.545070648E-1
5.018738534E1,-2.736692429E-1
5.022738061E1,-2.760686874E-1
5.026737584E1,-2.928600311E-1
5.030737107E1,-3.120088577E-1
5.034736634E1,-3.431367874E-1
5.038736160E1,-3.575038910E-1
5.042735694E1,-3.503246307E-1
5.046735224E1,-3.814420700E-1
5.050734757E1,-3.838424683E-1
5.054734284E1,-3.934316635E-1
5.058733810E1,-4.461126328E-1
5.062733337E1,-4.724349976E-1
5.066732870E1,-5.106859207E-1
5.070732417E1,-4.915275574E-1
5.074731957E1,-5.873622894E-1
5.078731487E1,-5.538902283E-1
5.082731003E1,-5.969181061E-1
5.086730510E1,-6.135759354E-1
5.090730017E1,-6.159572601E-1
5.094729523E1,-6.567859650E-1
5.098729030E1,-6.497097015E-1
5.102728536E1,-6.783628464E-1
5.106728050E1,-7.236881256E-1
5.110727560E1,-6.949720383E-1
5.114727076E1,-7.381820679E-1
5.118726586E1,-6.902809143E-1
5.122726096E1,-7.477045059E-1
5.126725603E1,-7.164669037E-1
5.130725110E1,-7.716150284E-1
5.134724616E1,-8.076219559E-1
5.138724123E1,-8.290843964E-1
5.142723636E1,-7.524185181E-1
5.146723146E1,-8.315458298E-1
5.150722659E1,-8.148651123E-1
5.154722169E1,-8.077535629E-1
5.158721679E1,-8.052501678E-1
5.162721189E1,-8.913860321E-1
5.166720696E1,-8.051643372E-1
5.170720209E1,-8.387804031E-1
5.174719736E1,-7.644433975E-1
5.178719276E1,-8.314790726E-1
5.182718819E1,-8.074979782E-1
5.186718359E1,-7.309780121E-1
5.190717889E1,-7.478122711E-1
5.194717419E1,-7.071533203E-1
5.198716952E1,-6.928710938E-1
5.202716482E1,-6.377420425E-1
5.206716019E1,-5.920963287E-1
5.210715546E1,-5.393409729E-1
5.214715082E1,-5.537242889E-1
5.218714616E1,-5.275001526E-1
5.222714149E1,-4.149675369E-1
5.226713679E1,-3.743028641E-1
5.230713209E1,-3.194122314E-1
5.234712739E1,-2.643604279E-1
5.238712269E1,-2.834463120E-1
5.242711805E1,-2.233276367E-1
5.246711335E1,-2.304096222E-1
5.250710872E1,-1.491689682E-1
5.254710402E1,-1.301355362E-1
5.258709935E1,-1.758003235E-2
5.262709469E1,-4.386043549E-2
5.266709002E1,-6.777477264E-2
5.270708539E1,3.046894073E-2
5.274708068E1,-7.076263428E-4
5.278707605E1,1.597909927E-1
5.282707148E1,8.081245422E-2
5.286706705E1,-3.182411194E-2
5.290706268E1,4.473400116E-2
5.294705812E1,-2.957248688E-2
5.298705348E1,7.834911346E-2
5.302704875E1,3.056907654E-2
5.306704405E1,1.430454254E-1
5.310703931E1,1.363849640E-2
5.314703465E1,-8.701896667E-2
5.318702991E1,3.513336182E-2
5.322702518E1,2.567958832E-2
5.326702044E1,9.003639221E-3
5.330701578E1,-9.402275085E-2
5.334701108E1,5.433464050E-2
5.338700634E1,-5.339241028E-2
5.342700168E1,-6.290149689E-2
5.346699698E1,1.124382019E-2
5.350699231E1,6.149864197E-2
5.354698758E1,1.604843140E-2
5.358698284E1,-6.043052673E-2
5.362697811E1,-1.482009888E-2
5.366697341E1,2.576541901E-2
5.370696871E1,5.425930023E-2
5.374696401E1,-9.909057617E-2
5.378695934E1,6.392955780E-2
5.382695461E1,1.856803894E-3
5.386694987E1,-5.562591553E-2
5.390694517E1,-2.213478088E-2
5.394694054E1,8.951187134E-3
5.398693594E1,2.098560333E-2
5.402693121E1,-6.037616730E-2
5.406692641E1,4.494190216E-2
5.410692147E1,1.048488617E-1
5.414691660E1,1.878166199E-2
5.418691167E1,-1.470184326E-2
5.422690674E1,3.065395355E-2
5.426690184E1,-2.708530426E-2
5.430689694E1,1.819324493E-2
5.434689204E1,-6.812381744E-2
5.438688714E1,-4.646492004E-2
5.442688230E1,6.891727448E-2
5.446687740E1,-5.046844482E-3
5.450687250E1,4.766559601E-2
5.454686757E1,-1.300525665E-1
5.458686263E1,8.532905579E-2
5.462685770E1,2.067565918E-2
5.466685277E1,6.145286560E-2
5.470684783E1,-4.128360748E-2
5.474684293E1,7.849025726E-2
5.478683810E1,-4.613780975E-2
5.482683320E1,7.604789734E-2
5.486682823E1,2.098655701E-2
5.490682330E1,-3.012657166E-3
5.494681840E1,-1.059789658E-1
5.498681366E1,6.648349762E-2
5.502680906E1,-4.849052429E-2
5.506680453E1,-2.449798584E-2
5.510679990E1,-6.103515625E-4
5.514679526E1,3.278255463E-2
5.518679053E1,6.269454956E-3
5.522678579E1,-7.742500305E-2
5.526678106E1,-3.415966034E-2
5.530677632E1,-7.725715637E-3
5.534677159E1,1.119956970E-1
5.538676686E1,-4.845428467E-2
5.542676219E1,8.309650421E-2
5.546675749E1,6.484031677E-3
5.550675282E1,4.246425629E-2
5.554674809E1,-1.011142731E-1
5.558674336E1,3.537654877E-2
5.562673862E1,6.165885925E-2
5.566673385E1,-2.697658539E-2
5.570672915E1,-4.861545563E-2
5.574672442E1,3.522396088E-2
5.578671975E1,-3.069877625E-3
5.582671502E1,-5.322742462E-2
5.586671032E1,2.105426788E-2
5.590670562E1,9.099006653E-3
5.594670089E1,-4.854202271E-4
5.598669615E1,9.040832520E-2
5.602669142E1,-4.857921600E-2
5.606668685E1,-4.856491089E-2
5.610668225E1,-1.979732513E-2
5.614667768E1,-1.008987427E-2
5.618667285E1,-1.249408722E-2
5.622666792E1,1.718263626E-1
5.626666298E1,9.273242950E-2
5.630665805E1,-8.451175690E-2
5.634665311E1,-5.338859558E-2
5.638664818E1,2.329063416E-2
5.642664331E1,3.780460358E-2
5.646663841E1,-7.465457916E-2
5.650663358E1,-2.688980103E-2
5.654662868E1,-2.691459656E-2
5.658662378E1,-6.768131256E-2
5.662661888E1,-2.699756622E-2
5.666661394E1,3.048706055E-2
5.670660901E1,5.451965332E-2
5.674660408E1,-5.558300018E-2
5.678659921E1,3.773498535E-2
5.682659428E1,-2.451419830E-2
5.686658938E1,4.723930359E-2
5.690658448E1,-5.570411682E-2
5.694657958E1,7.355403900E-2
5.698657468E1,3.768825531E-2
5.702656978E1,1.851654053E-2
5.706656491E1,8.920669556E-3
5.710656011E1,4.238986969E-2
5.714655547E1,-5.531311035E-3
5.718655091E1,-3.432655334E-2
5.722654634E1,3.744220734E-2
5.726654171E1,-5.339050293E-2
5.730653701E1,-1.732158661E-2
5.734653231E1,-2.927780151E-3
5.738652764E1,1.613807678E-2
5.742652301E1,4.239654541E-2
5.746651830E1,1.839828491E-2
5.750651367E1,-6.056308746E-2
5.754650900E1,-2.456951141E-2
5.758650434E1,2.584552765E-2
5.762649967E1,2.340126038E-2
5.766649494E1,5.196762085E-2
5.770649024E1,3.988933563E-2
5.774648554E1,-1.039505005E-2
5.778648090E1,-8.224678040E-2
5.782647620E1,-1.278972626E-2
5.786647157E1,5.200099945E-2
5.790646687E1,3.756427765E-2
5.794646220E1,-1.523113251E-2
5.798645753E1,6.126689911E-2
5.802645287E1,-6.792545319E-2
5.806644827E1,-3.416347504E-2
5.810644357E1,7.352352142E-2
5.814643893E1,1.574344635E-1
5.818643427E1,-4.599094391E-2
5.822642980E1,-6.037998199E-2
5.826642543E1,-6.763172150E-2
5.830642093E1,1.286706924E-1
5.834641633E1,1.523666382E-1
5.838641160E1,-6.052589417E-2
5.842640693E1,-8.673858643E-2
5.846640216E1,6.898021698E-2
5.850639750E1,-1.059274673E-1
5.854639276E1,2.327823639E-2
5.858638803E1,-2.000999451E-2
5.862638330E1,3.998756409E-3
5.866637860E1,-1.156749725E-1
5.870637390E1,-4.367160797E-2
5.874636916E1,-3.889846802E-2
5.878636449E1,3.042602539E-2
5.882635976E1,4.947471619E-2
5.886635513E1,-4.868698120E-2
5.890635039E1,-4.378318787E-2
5.894634566E1,-8.197879791E-2
5.898634092E1,3.289413452E-2
5.902633619E1,4.170417786E-3
5.906633149E1,3.534603119E-2
5.910632679E1,9.031963348E-2
5.914632212E1,-4.847145081E-2
5.918631739E1,-6.759548187E-2
5.922631266E1,3.976821899E-3
5.926630792E1,-5.106830597E-2
5.930630332E1,6.872749329E-2
5.934629872E1,-2.461814880E-2
5.938629409E1,3.283119202E-2
5.942628932E1,-6.051063538E-2
5.946628439E1,4.248523712E-2
5.950627952E1,-2.445220947E-2
5.954627459E1,-1.006126404E-2
5.958626965E1,-6.279277802E-2
5.962626472E1,1.773834229E-3
5.966625985E1,-1.980304718E-2
5.970625495E1,-4.853725433E-2
5.974625005E1,1.601123810E-2
5.978624522E1,3.518199921E-2
5.982624032E1,-6.049060822E-2
5.986623545E1,-3.163719177E-2
5.990623048E1,-1.732635498E-2
5.994622555E1,1.573820114E-1
5.998622061E1,4.008197784E-2
6.002621568E1,9.028434753E-2
6.006621075E1,-7.909774780E-3
6.010620585E1,-5.546569824E-3
6.014620101E1,-9.148216248E-2
6.018619611E1,9.772777557E-2
6.022619121E1,1.624584198E-2
6.026618628E1,6.641292572E-2
6.030618131E1,-1.060018539E-1
6.034617651E1,-7.801055908E-3
6.038617184E1,9.751796722E-2
6.042616731E1,-2.448558807E-2
6.046616271E1,-9.927749634E-3
6.050615804E1,7.378292084E-2
6.054615331E1,-8.899879456E-2
6.058614858E1,-8.917808533E-2
6.062614384E1,3.271102905E-2
6.066613911E1,6.141567230E-2
6.070613434E1,-1.260280609E-2
6.074612961E1,-1.249361038E-1
6.078612494E1,8.567619324E-2
6.082612024E1,3.527641296E-2
6.086611554E1,-6.784725189E-2
6.090611081E1,5.670261383E-2
6.094610607E1,-7.895469666E-3
6.098610134E1,-1.016807556E-2
6.102609660E1,-7.482814789E-2
6.106609187E1,9.031200409E-2
6.110608717E1,8.553981781E-2
6.114608250E1,8.801078796E-2
6.118607777E1,-3.029823303E-3
6.122607303E1,-2.467727661E-2
6.126606833E1,-4.857158661E-2
6.130606360E1,9.999179840E-2
6.134605887E1,6.171417236E-2
6.138605413E1,1.388168335E-2
6.142604950E1,-5.321407318E-2
6.146604490E1,-2.221965790E-2
6.150604040E1,-2.459239960E-2
6.154603566E1,1.856231689E-2
6.158603076E1,3.296089172E-2
6.162602583E1,1.166238785E-1
6.166602090E1,2.065849304E-2
6.170601596E1,-1.206417084E-1
6.174601103E1,-8.455753326E-2
6.178600616E1,3.530597687E-2
6.182600123E1,3.049373627E-2
6.186599639E1,-5.344200134E-2
6.190599153E1,8.775138855E-2
6.194598663E1,-7.190704346E-4
6.198598173E1,9.130477905E-3
6.202597679E1,-1.484680176E-2
6.206597189E1,4.479694366E-2
6.210596696E1,4.949569702E-2
6.214596206E1,-6.530666351E-2
6.218595712E1,-1.247978210E-2
6.222595226E1,1.095771790E-1
6.226594736E1,4.959011078E-2
6.230594246E1,-6.059932709E-2
6.234593756E1,1.130294800E-2
6.238593266E1,4.014015198E-2
6.242592782E1,-7.722473145E-2
6.246592292E1,-1.396150589E-1
6.250591826E1,-4.387283325E-2
6.254591362E1,5.936717987E-2
6.258590906E1,-2.813339233E-3
6.262590446E1,-6.053924561E-2
6.266589976E1,-3.197383881E-2
6.270589502E1,-7.259368896E-2
6.274589032E1,-5.377769470E-3
6.278588572E1,1.311378479E-1
6.282588102E1,7.594680786E-2
6.286587639E1,-1.612777710E-1
6.290587172E1,-1.469335556E-1
6.294586705E1,1.285934448E-1
6.298586239E1,1.957864761E-1
6.302585772E1,6.535530090E-3
6.306585302E1,-3.903484344E-2
6.310584832E1,-1.203966141E-1
6.314584368E1,-7.962417603E-2
6.318583899E1,-3.901958466E-2
6.322583435E1,5.904960632E-2
6.326582965E1,8.062648773E-2
6.330582498E1,-6.532478333E-2
